code_commune;latitude;longitude;nom_commune;code_departement;code_region;coordonnees
57347;48.8907066316;6.90981688773;Insviller;57;44;Point(6.90981688773 48.8907066316)
57348;49.1058301525;7.00408307681;Ippling;57;44;Point(7.00408307681 49.1058301525)
57349;48.8346271223;6.39461777056;Jallaucourt;57;44;Point(6.39461777056 48.8346271223)
57350;49.0631848992;6.08507919116;Jouy-aux-Arches;57;44;Point(6.08507919116 49.0631848992)
57351;49.0729756124;6.25660660705;Jury;57;44;Point(6.25660660705 49.0729756124)
57352;49.1008350599;6.08012042749;Jussy;57;44;Point(6.08012042749 49.1008350599)
57353;48.7672447342;6.6566140221;Juvelize;57;44;Point(6.6566140221 48.7672447342)
57354;48.9306249062;6.3588020815;Juville;57;44;Point(6.3588020815 48.9306249062)
57355;49.0234490158;7.14457834236;Kalhausen;57;44;Point(7.14457834236 49.0234490158)
57356;49.4352156072;6.1146772839;Kanfen;57;44;Point(6.1146772839 49.4352156072)
57357;48.97576104;6.90998256348;Kappelkinger;57;44;Point(6.90998256348 48.97576104)
57358;49.3109453426;6.343428905;Kédange-sur-Canner;57;44;Point(6.343428905 49.3109453426)
57359;49.3245509599;6.39523707067;Kemplich;57;44;Point(6.39523707067 49.3245509599)
57360;49.162415506;6.97402349356;Kerbach;57;44;Point(6.97402349356 49.162415506)
57361;49.3910007055;6.37261264464;Kerling-lès-Sierck;57;44;Point(6.37261264464 49.3910007055)
57362;48.7366040636;6.96003815781;Kerprich-aux-Bois;57;44;Point(6.96003815781 48.7366040636)
57364;49.437242014;6.41053052228;Kirsch-lès-Sierck;57;44;Point(6.41053052228 49.437242014)
57365;49.4036194349;6.43416231385;Kirschnaumen;57;44;Point(6.43416231385 49.4036194349)
57366;48.9579531488;6.9814083493;Kirviller;57;44;Point(6.9814083493 48.9579531488)
57367;49.3187329539;6.37045880316;Klang;57;44;Point(6.37045880316 49.3187329539)
57368;49.3372900264;6.03313873426;Knutange;57;44;Point(6.03313873426 49.3372900264)
57370;49.3882172495;6.28617286599;Kœnigsmacker;57;44;Point(6.28617286599 49.3882172495)
57371;49.4551080766;6.31777701549;Haute-Kontz;57;44;Point(6.31777701549 49.4551080766)
57372;49.3481386676;6.23675334876;Kuntzig;57;44;Point(6.23675334876 49.3481386676)
57373;49.0788433987;6.7537514656;Lachambre;57;44;Point(6.7537514656 49.0788433987)
57374;48.6030813996;7.02379408079;Lafrimbolle;57;44;Point(7.02379408079 48.6030813996)
57375;48.6872802759;6.71223569046;Lagarde;57;44;Point(6.71223569046 48.6872802759)
57376;49.0299766365;7.36427689294;Lambach;57;44;Point(7.36427689294 49.0299766365)
57377;48.6688126564;6.96056023007;Landange;57;44;Point(6.96056023007 48.6688126564)
57379;48.965218434;6.6165180005;Landroff;57;44;Point(6.6165180005 48.965218434)
57380;48.6512962656;7.00539649013;Laneuveville-lès-Lorquin;57;44;Point(7.00539649013 48.6512962656)
57381;48.8662241867;6.44460881144;Laneuveville-en-Saulnois;57;44;Point(6.44460881144 48.8662241867)
57382;48.7621753199;6.95886930776;Langatte;57;44;Point(6.95886930776 48.7621753199)
57383;48.7303158689;6.87777720328;Languimberg;57;44;Point(6.87777720328 48.7303158689)
57384;49.0289145916;6.77148236689;Laning;57;44;Point(6.77148236689 49.0289145916)
57385;49.0796082321;6.31414221874;Laquenexy;57;44;Point(6.31414221874 49.0796082321)
57386;49.0828663736;6.6421743054;Laudrefang;57;44;Point(6.6421743054 49.0828663736)
57387;49.3683939393;6.44377458501;Laumesfeld;57;44;Point(6.44377458501 49.3683939393)
57388;49.4349332995;6.50065230203;Launstroff;57;44;Point(6.50065230203 49.4349332995)
57389;49.0419434651;6.71058338549;Lelling;57;44;Point(6.71058338549 49.0419434651)
57390;49.0103404671;7.38244495948;Lemberg;57;44;Point(7.38244495948 49.0103404671)
57391;48.8636367151;6.38717271434;Lemoncourt;57;44;Point(6.38717271434 48.8636367151)
57392;49.0335930566;6.36360487921;Lemud;57;44;Point(6.36360487921 49.0335930566)
57393;49.1061017044;7.40784564879;Lengelsheim;57;44;Point(7.40784564879 49.1061017044)
57394;48.9581758873;6.81929265344;Léning;57;44;Point(6.81929265344 48.9581758873)
57395;48.9515094121;6.51596582053;Lesse;57;44;Point(6.51596582053 48.9515094121)
57396;49.1272207543;6.09954585779;Lessy;57;44;Point(6.09954585779 49.1272207543)
57397;48.736472131;6.65504252874;Ley;57;44;Point(6.65504252874 48.736472131)
57398;49.0291320953;6.84156436895;Leyviller;57;44;Point(6.84156436895 49.0291320953)
57399;48.7576127729;6.62184289204;Lezey;57;44;Point(6.62184289204 48.7576127729)
57401;48.8816795144;6.71394586116;Lidrezing;57;44;Point(6.71394586116 48.8816795144)
57402;49.1216563582;7.4960610535;Liederschiedt;57;44;Point(7.4960610535 49.1216563582)
57403;48.9937891686;6.26047269459;Liéhon;57;44;Point(6.26047269459 48.9937891686)
57404;48.7996602877;6.74900604531;Lindre-Basse;57;44;Point(6.74900604531 48.7996602877)
57405;48.8192716057;6.75638052646;Lindre-Haute;57;44;Point(6.75638052646 48.8192716057)
57406;48.9116904529;6.34175286688;Liocourt;57;44;Point(6.34175286688 48.9116904529)
57407;48.7874942792;7.14504787778;Lixheim;57;44;Point(7.14504787778 48.7874942792)
57408;49.1510106332;6.99074075556;Lixing-lès-Rouhling;57;44;Point(6.99074075556 49.1510106332)
57409;49.0343991815;6.74031521371;Lixing-lès-Saint-Avold;57;44;Point(6.74031521371 49.0343991815)
57410;48.8866796516;6.8716948604;Lhor;57;44;Point(6.8716948604 48.8866796516)
57411;49.3284282334;5.97092420783;Lommerange;57;44;Point(5.97092420783 49.3284282334)
57412;49.1148867103;6.14655128172;Longeville-lès-Metz;57;44;Point(6.14655128172 49.1148867103)
57413;49.1191583369;6.64823861446;Longeville-lès-Saint-Avold;57;44;Point(6.64823861446 49.1191583369)
57414;48.6664066936;7.00099165249;Lorquin;57;44;Point(7.00099165249 48.6664066936)
57415;49.1440695242;6.10904481635;Lorry-lès-Metz;57;44;Point(6.10904481635 49.1440695242)
57416;48.9830745569;6.09424023575;Lorry-Mardigny;57;44;Point(6.09424023575 48.9830745569)
57417;48.8651920526;6.8639069452;Lostroff;57;44;Point(6.8639069452 48.8651920526)
57418;48.8528606416;6.89337964685;Loudrefing;57;44;Point(6.89337964685 48.8528606416)
57419;49.0806819852;6.91513594257;Loupershouse;57;44;Point(6.91513594257 49.0806819852)
57421;49.144497827;7.38445498027;Loutzviller;57;44;Point(7.38445498027 49.144497827)
57422;48.9608362772;6.18259042823;Louvigny;57;44;Point(6.18259042823 48.9608362772)
57423;48.8436629279;6.51001272581;Lubécourt;57;44;Point(6.51001272581 48.8436629279)
57424;48.9407098207;6.47695483965;Lucy;57;44;Point(6.47695483965 48.9407098207)
57425;48.9807860499;6.34093701448;Luppy;57;44;Point(6.34093701448 48.9807860499)
57426;49.273930831;6.29636780272;Luttange;57;44;Point(6.29636780272 49.273930831)
57427;48.7348913591;7.25953062438;Lutzelbourg;57;44;Point(7.25953062438 48.7348913591)
57428;49.0948492367;6.76865484007;Macheren;57;44;Point(6.76865484007 49.0948492367)
57430;49.0208000969;6.54258158308;Mainvillers;57;44;Point(6.54258158308 49.0208000969)
57431;49.0861603474;6.38860795137;Maizeroy;57;44;Point(6.38860795137 49.0861603474)
57432;49.1101920701;6.34230552342;Maizery;57;44;Point(6.34230552342 49.1101920701)
57433;49.2085175228;6.15614048077;Maizières-lès-Metz;57;44;Point(6.15614048077 49.2085175228)
57434;48.7095753584;6.78401275888;Maizières-lès-Vic;57;44;Point(6.78401275888 48.7095753584)
57436;48.8432909798;6.35890178072;Malaucourt-sur-Seille;57;44;Point(6.35890178072 48.8432909798)
57437;49.4148882065;6.30672522537;Malling;57;44;Point(6.30672522537 49.4148882065)
57438;49.174168393;6.21680938131;Malroy;57;44;Point(6.21680938131 49.174168393)
57439;49.4535376683;6.44989622561;Manderen;57;44;Point(6.44989622561 49.4535376683)
57440;48.8266822397;6.34120837788;Manhoué;57;44;Point(6.34120837788 48.8266822397)
57441;49.3807868109;6.17472865398;Manom;57;44;Point(6.17472865398 49.3807868109)
57442;49.0008874067;6.52779955702;Many;57;44;Point(6.52779955702 49.0008874067)
57443;49.215755032;6.11238062036;Marange-Silvange;57;44;Point(6.11238062036 49.215755032)
57444;49.1161517101;6.52943965948;Marange-Zondrange;57;44;Point(6.52943965948 49.1161517101)
57445;49.0056098276;6.11076140538;Marieulles;57;44;Point(6.11076140538 49.0056098276)
57446;48.8895699015;6.788940583;Marimont-lès-Bénestroff;57;44;Point(6.788940583 48.8895699015)
57447;49.0658509672;6.15231485365;Marly;57;44;Point(6.15231485365 49.0658509672)
57448;48.7823947316;6.61581078575;Marsal;57;44;Point(6.61581078575 48.7823947316)
57449;49.0954334009;6.3072836454;Marsilly;57;44;Point(6.3072836454 49.0954334009)
57451;48.9295898959;6.55903279348;Marthille;57;44;Point(6.55903279348 48.9295898959)
57452;49.1617041923;6.19206256915;Maxe;57;44;Point(6.19206256915 49.1617041923)
57453;49.0463550894;6.80405802458;Maxstadt;57;44;Point(6.80405802458 49.0463550894)
57454;49.0513378937;6.2779740963;Mécleuves;57;44;Point(6.2779740963 49.0513378937)
57455;49.2240160777;6.43649768125;Mégange;57;44;Point(6.43649768125 49.2240160777)
57456;48.9707983496;7.34611209492;Meisenthal;57;44;Point(7.34611209492 48.9707983496)
57457;49.3200359913;6.42942950334;Menskirch;57;44;Point(6.42942950334 49.3200359913)
57459;49.4611026921;6.41621024861;Merschweiller;57;44;Point(6.41621024861 49.4611026921)
57460;49.2468555754;6.66349016101;Merten;57;44;Point(6.66349016101 49.2468555754)
57461;48.6404358674;7.03770343075;Métairies-Saint-Quirin;57;44;Point(7.03770343075 48.6404358674)
57462;48.8117374038;7.20544869004;Metting;57;44;Point(7.20544869004 48.8117374038)
57463;49.1081133279;6.1955245421;Metz;57;44;Point(6.1955245421 49.1081133279)
57464;49.2949941385;6.30743995125;Metzeresche;57;44;Point(6.30743995125 49.2949941385)
57465;49.3168013752;6.28918104694;Metzervisse;57;44;Point(6.28918104694 49.3168013752)
57466;49.0993204165;6.96137313836;Metzing;57;44;Point(6.96137313836 49.0993204165)
57467;49.1370275752;6.24143707513;Mey;57;44;Point(6.24143707513 49.1370275752)
57468;48.7652819916;7.22614305425;Mittelbronn;57;44;Point(7.22614305425 48.7652819916)
57469;48.855832503;6.94423877984;Mittersheim;57;44;Point(6.94423877984 48.855832503)
57470;48.8903821461;6.8236381289;Molring;57;44;Point(6.8236381289 48.8903821461)
57471;49.1545873457;6.53247203457;Momerstroff;57;44;Point(6.53247203457 49.1545873457)
57472;48.9466807174;6.33617668606;Moncheux;57;44;Point(6.33617668606 48.9466807174)
57473;48.7177111982;6.64038481874;Moncourt;57;44;Point(6.64038481874 48.7177111982)
57474;49.2630401785;6.17244194206;Mondelange;57;44;Point(6.17244194206 49.2630401785)
57475;49.5020535838;6.25578622629;Mondorff;57;44;Point(6.25578622629 49.5020535838)
57476;49.3493856385;6.41198740634;Monneren;57;44;Point(6.41198740634 49.3493856385)
57477;48.9975807124;7.30621869916;Montbronn;57;44;Point(7.30621869916 48.9975807124)
57478;48.9328455067;6.81546576999;Montdidier;57;44;Point(6.81546576999 48.9328455067)
57479;49.4142449665;6.38637260457;Montenach;57;44;Point(6.38637260457 49.4142449665)
57480;49.0953199106;6.15452599506;Montigny-lès-Metz;57;44;Point(6.15452599506 49.0953199106)
57481;49.2211420359;6.02743804311;Montois-la-Montagne;57;44;Point(6.02743804311 49.2211420359)
57482;49.120451502;6.2888126818;Ogy-Montoy-Flanville;57;44;Point(6.2888126818 49.120451502)
57483;48.9274404434;6.64219551497;Morhange;57;44;Point(6.64219551497 48.9274404434)
57484;49.167360465;6.86659002983;Morsbach;57;44;Point(6.86659002983 49.167360465)
57485;48.8153269864;6.54720214247;Morville-lès-Vic;57;44;Point(6.54720214247 48.8153269864)
57486;48.9493034431;6.42925654166;Morville-sur-Nied;57;44;Point(6.42925654166 48.9493034431)
57487;49.0926450491;6.11852525419;Moulins-lès-Metz;57;44;Point(6.11852525419 49.0926450491)
57488;48.6714459538;6.77870838226;Moussey;57;44;Point(6.77870838226 48.6714459538)
57489;48.9903559218;7.43839841263;Mouterhouse;57;44;Point(7.43839841263 48.9903559218)
57490;48.7832829713;6.57005924028;Moyenvic;57;44;Point(6.57005924028 48.7832829713)
57491;49.2539723138;6.0371285867;Moyeuvre-Grande;57;44;Point(6.0371285867 49.2539723138)
57492;49.2792197408;6.02037855349;Moyeuvre-Petite;57;44;Point(6.02037855349 49.2792197408)
57493;48.8077142021;6.66402921027;Mulcey;57;44;Point(6.66402921027 48.8077142021)
57494;48.9087027721;6.89308196735;Munster;57;44;Point(6.89308196735 48.9087027721)
57495;49.1367860634;6.54682213499;Narbéfontaine;57;44;Point(6.54682213499 49.1367860634)
57496;48.9088397612;6.81421395642;Nébing;57;44;Point(6.81421395642 48.9088397612)
57497;48.9700836423;6.86518784706;Nelling;57;44;Point(6.86518784706 48.9700836423)
57498;49.317754273;6.01399448465;Neufchef;57;44;Point(6.01399448465 49.317754273)
57499;49.0746513432;7.06686266439;Neufgrange;57;44;Point(7.06686266439 49.0746513432)
57500;48.6801953438;6.97253040466;Neufmoulins;57;44;Point(6.97253040466 48.6801953438)
57501;48.9344617713;6.7792192501;Neufvillage;57;44;Point(6.7792192501 48.9344617713)
57502;49.3498409296;6.56078600065;Neunkirchen-lès-Bouzonville;57;44;Point(6.56078600065 49.3498409296)
57504;48.6279003557;7.008294528;Niderhoff;57;44;Point(7.008294528 48.6279003557)
57505;48.7105520176;7.11797148432;Niderviller;57;44;Point(7.11797148432 48.7105520176)
57506;48.8717353508;7.01381132369;Niederstinzel;57;44;Point(7.01381132369 48.8717353508)
57507;49.16173296;6.56498885511;Niedervisse;57;44;Point(6.56498885511 49.16173296)
57508;49.3442452472;6.05058281436;Nilvange;57;44;Point(6.05058281436 49.3442452472)
57509;48.6617122731;7.0490425095;Nitting;57;44;Point(7.0490425095 48.6617122731)
57510;49.1337073536;6.27240706225;Noisseville;57;44;Point(6.27240706225 49.1337073536)
57511;49.179562869;6.11099249211;Norroy-le-Veneur;57;44;Point(6.11099249211 49.179562869)
57512;49.1341177397;6.25580095096;Nouilly;57;44;Point(6.25580095096 49.1341177397)
57513;49.1000930479;7.37370577565;Nousseviller-lès-Bitche;57;44;Point(7.37370577565 49.1000930479)
57514;49.1292618087;6.97126269237;Nousseviller-Saint-Nabor;57;44;Point(6.97126269237 49.1292618087)
57515;49.0322950446;6.03876360118;Novéant-sur-Moselle;57;44;Point(6.03876360118 49.0322950446)
57516;49.274217248;6.58132683065;Oberdorff;57;44;Point(6.58132683065 49.274217248)
57517;49.1140388578;7.22339792872;Obergailbach;57;44;Point(7.22339792872 49.1140388578)
57518;48.7917214165;7.03623655137;Oberstinzel;57;44;Point(7.03623655137 48.7917214165)
57519;49.1506436659;6.57888159109;Obervisse;57;44;Point(6.57888159109 49.1506436659)
57520;48.8514849093;6.59872976547;Obreck;57;44;Point(6.59872976547 48.8514849093)
57521;49.172008781;6.90938897168;Œting;57;44;Point(6.90938897168 49.172008781)
57523;49.1105499079;6.31565297053;Ogy;57;44;Point(6.31565297053 49.1105499079)
57524;48.7181618127;6.68721833616;Ommeray;57;44;Point(6.68721833616 48.7181618127)
57525;48.8582626227;6.41317599769;Oriocourt;57;44;Point(6.41317599769 48.8582626227)
57526;49.133604967;7.33481433142;Ormersviller;57;44;Point(7.33481433142 49.133604967)
57527;49.0303467553;6.24889661293;Orny;57;44;Point(6.24889661293 49.0303467553)
57528;48.901762397;6.48569334216;Oron;57;44;Point(6.48569334216 48.901762397)
57529;49.437722146;6.00701265216;Ottange;57;44;Point(6.00701265216 49.437722146)
57530;49.2161203101;6.52231246205;Ottonville;57;44;Point(6.52231246205 49.2161203101)
57531;49.3702144479;6.34830971112;Oudrenne;57;44;Point(6.34830971112 49.3702144479)
57532;48.9670452807;6.21991401987;Pagny-lès-Goin;57;44;Point(6.21991401987 48.9670452807)
57533;49.0816476726;6.35523146056;Pange;57;44;Point(6.35523146056 49.0816476726)
57534;49.072284463;6.22444313381;Peltre;57;44;Point(6.22444313381 49.072284463)
57535;49.054551428;7.31625533519;Petit-Réderching;57;44;Point(7.31625533519 49.054551428)
57536;48.9884543081;6.86904472208;Petit-Tenquin;57;44;Point(6.86904472208 48.9884543081)
57537;49.2095397191;6.85924244683;Petite-Rosselle;57;44;Point(6.85924244683 49.2095397191)
57538;48.7881263595;6.41106883774;Pettoncourt;57;44;Point(6.41106883774 48.7881263595)
57539;48.9080570122;6.62186068756;Pévange;57;44;Point(6.62186068756 48.9080570122)
57540;48.7666597988;7.26359977418;Phalsbourg;57;44;Point(7.26359977418 48.7666597988)
57541;49.0028642083;7.56619934882;Philippsbourg;57;44;Point(7.56619934882 49.0028642083)
57542;49.2458851209;6.41209982643;Piblange;57;44;Point(6.41209982643 49.2458851209)
57543;49.2255549058;6.09577655472;Pierrevillers;57;44;Point(6.09577655472 49.2255549058)
57544;48.6900524567;7.14681874191;Plaine-de-Walsch;57;44;Point(7.14681874191 48.6900524567)
57545;49.130840924;6.12422757212;Plappeville;57;44;Point(6.12422757212 49.130840924)
57546;49.1709600596;6.11233794217;Plesnois;57;44;Point(6.11233794217 49.1709600596)
57547;48.9950226786;6.18256631128;Pommérieux;57;44;Point(6.18256631128 48.9950226786)
57548;49.0162867909;6.29354972088;Pontoy;57;44;Point(6.29354972088 49.0162867909)
57549;49.0490255784;6.63804894747;Pontpierre;57;44;Point(6.63804894747 49.0490255784)
57550;49.1603232212;6.66533625772;Porcelette;57;44;Point(6.66533625772 49.1603232212)
57551;48.8550589623;7.07472849238;Postroff;57;44;Point(7.07472849238 48.8550589623)
57552;49.0549329608;6.19454629621;Pouilly;57;44;Point(6.19454629621 49.0549329608)
57553;49.0189061997;6.15388727432;Pournoy-la-Chétive;57;44;Point(6.15388727432 49.0189061997)
57554;49.0149430341;6.20651616481;Pournoy-la-Grasse;57;44;Point(6.20651616481 49.0149430341)
57555;48.926748986;6.4339887271;Prévocourt;57;44;Point(6.4339887271 48.926748986)
57556;49.0535036691;6.918414517;Puttelange-aux-Lacs;57;44;Point(6.918414517 49.0535036691)
57557;49.4859599881;6.25676575434;Puttelange-lès-Thionville;57;44;Point(6.25676575434 49.4859599881)
57558;48.8438614892;6.54858910646;Puttigny;57;44;Point(6.54858910646 48.8438614892)
57559;48.8902553561;6.36255550089;Puzieux;57;44;Point(6.36255550089 48.8902553561)
57560;48.9251200829;6.67898076184;Racrange;57;44;Point(6.67898076184 48.9251200829)
57561;48.9964768458;7.23869707911;Rahling;57;44;Point(7.23869707911 48.9964768458)
57562;49.2956996055;6.05513226147;Ranguevaux;57;44;Point(6.05513226147 49.2956996055)
57563;49.0903409058;6.47750019939;Raville;57;44;Point(6.47750019939 49.0903409058)
57564;48.678407747;6.84276180766;Réchicourt-le-Château;57;44;Point(6.84276180766 48.678407747)
57565;49.4918573457;5.91621437506;Rédange;57;44;Point(5.91621437506 49.4918573457)
57566;48.7496589563;7.104580252;Réding;57;44;Point(7.104580252 48.7496589563)
57567;49.268230209;6.51275682105;Rémelfang;57;44;Point(6.51275682105 49.268230209)
57568;49.089310055;7.08571672709;Rémelfing;57;44;Point(7.08571672709 49.089310055)
57569;49.413057321;6.48144808378;Rémeling;57;44;Point(6.48144808378 49.413057321)
57570;49.2594876827;6.62884080525;Rémering;57;44;Point(6.62884080525 49.2594876827)
57571;49.0326911576;6.93171898464;Rémering-lès-Puttelange;57;44;Point(6.93171898464 49.0326911576)
57572;49.0067187571;6.38923213224;Rémilly;57;44;Point(6.38923213224 49.0067187571)
57573;48.9496511765;6.8430392125;Réning;57;44;Point(6.8430392125 48.9496511765)
57574;49.4899417302;6.2028697524;Basse-Rentgen;57;44;Point(6.2028697524 49.4899417302)
57575;49.1332326497;6.31630111446;Retonfey;57;44;Point(6.31630111446 49.1332326497)
57576;49.4341736247;6.33743036901;Rettel;57;44;Point(6.33743036901 49.4341736247)
57577;49.0389385883;7.39557012544;Reyersviller;57;44;Point(7.39557012544 49.0389385883)
57578;49.0899933152;5.98385942866;Rezonville;57;44;Point(5.98385942866 49.0899933152)
57579;48.7558241125;6.90704140563;Rhodes;57;44;Point(6.90704140563 48.7558241125)
57580;48.8894955539;6.632474492;Riche;57;44;Point(6.632474492 48.8894955539)
57581;49.0332778492;6.97379191847;Richeling;57;44;Point(6.97379191847 49.0332778492)
57582;49.2844440368;6.16265276093;Richemont;57;44;Point(6.16265276093 49.2844440368)
57583;48.6336692816;6.91235074827;Richeval;57;44;Point(6.91235074827 48.6336692816)
57584;49.0931477366;7.25838170063;Rimling;57;44;Point(7.25838170063 49.0931477366)
57585;49.4370053705;6.46359725844;Ritzing;57;44;Point(6.46359725844 49.4370053705)
57586;49.4096487557;6.02717195246;Rochonvillers;57;44;Point(6.02717195246 49.4096487557)
57587;48.9109394561;6.71447347935;Rodalbe;57;44;Point(6.71447347935 48.9109394561)
57588;49.4637445576;6.24710550815;Rodemack;57;44;Point(6.24710550815 49.4637445576)
57589;49.0408635757;7.27733357043;Rohrbach-lès-Bitche;57;44;Point(7.27733357043 49.0408635757)
57590;49.1723630415;7.42210286068;Rolbing;57;44;Point(7.42210286068 49.1723630415)
57591;49.2440664423;6.08820823406;Rombas;57;44;Point(6.08820823406 49.2440664423)
57592;48.8339571573;7.00575615826;Romelfing;57;44;Point(7.00575615826 48.8339571573)
57593;49.2001585372;6.05186000716;Roncourt;57;44;Point(6.05186000716 49.2001585372)
57594;49.0895314895;7.5228410898;Roppeviller;57;44;Point(7.5228410898 49.0895314895)
57595;48.8290007353;6.84003792776;Rorbach-lès-Dieuze;57;44;Point(6.84003792776 48.8290007353)
57596;49.1593450312;6.85603413121;Rosbruck;57;44;Point(6.85603413121 49.1593450312)
57597;49.2667090169;6.06105180621;Rosselange;57;44;Point(6.06105180621 49.2667090169)
57598;49.130927834;7.00317727676;Rouhling;57;44;Point(7.00317727676 49.130927834)
57599;49.207356539;6.47248674843;Roupeldange;57;44;Point(6.47248674843 49.207356539)
57600;49.4605841152;6.17782499217;Roussy-le-Village;57;44;Point(6.17782499217 49.4605841152)
57601;49.1190149736;6.05282881166;Rozérieulles;57;44;Point(6.05282881166 49.1190149736)
57602;49.2703005799;6.23459173013;Rurange-lès-Thionville;57;44;Point(6.23459173013 49.2703005799)
57603;49.4870922211;5.94585152871;Russange;57;44;Point(5.94585152871 49.4870922211)
57604;49.4414794169;6.37625718945;Rustroff;57;44;Point(6.37625718945 49.4414794169)
57605;48.9419543892;6.30208152793;Sailly-Achâtel;57;44;Point(6.30208152793 48.9419543892)
57606;49.12845245;6.71233591282;Saint-Avold;57;44;Point(6.71233591282 49.12845245)
57607;49.1628017297;6.31827843912;Sainte-Barbe;57;44;Point(6.31827843912 49.1628017297)
57609;48.9709676551;6.43286354316;Saint-Epvre;57;44;Point(6.43286354316 48.9709676551)
57610;49.3461045283;6.44828141175;Saint-François-Lacroix;57;44;Point(6.44828141175 49.3461045283)
57611;48.6575343955;6.92704793516;Saint-Georges;57;44;Point(6.92704793516 48.6575343955)
57612;49.2309333716;6.36179933256;Saint-Hubert;57;44;Point(6.36179933256 49.2309333716)
57613;48.8098303761;6.95819464193;Saint-Jean-de-Bassel;57;44;Point(6.95819464193 48.8098303761)
57614;48.7572752471;7.19428583817;Saint-Jean-Kourtzerode;57;44;Point(7.19428583817 48.7572752471)
57615;49.026412081;6.87942935113;Saint-Jean-Rohrbach;57;44;Point(6.87942935113 49.026412081)
57616;49.1398497812;6.2087377953;Saint-Julien-lès-Metz;57;44;Point(6.2087377953 49.1398497812)
57617;48.9431905301;6.23274904029;Saint-Jure;57;44;Point(6.23274904029 48.9431905301)
57618;48.710897697;7.1949734352;Saint-Louis;57;44;Point(7.1949734352 48.710897697)
57619;48.9900389284;7.35271084125;Saint-Louis-lès-Bitche;57;44;Point(7.35271084125 48.9900389284)
57620;49.1914264698;6.0072170748;Sainte-Marie-aux-Chênes;57;44;Point(6.0072170748 49.1914264698)
57621;48.8140487517;6.63779394361;Saint-Médard;57;44;Point(6.63779394361 48.8140487517)
57622;49.1857329152;6.04088915822;Saint-Privat-la-Montagne;57;44;Point(6.04088915822 49.1857329152)
57623;48.5845453315;7.11411356549;Saint-Quirin;57;44;Point(7.11411356549 48.5845453315)
57624;49.1065906287;6.09568579469;Sainte-Ruffine;57;44;Point(6.09568579469 49.1065906287)
57625;48.7893695962;6.49332298181;Salonnes;57;44;Point(6.49332298181 48.7893695962)
57626;49.185187158;6.27924889026;Sanry-lès-Vigy;57;44;Point(6.27924889026 49.185187158)
57627;49.0537244163;6.34213009495;Sanry-sur-Nied;57;44;Point(6.34213009495 49.0537244163)
57628;48.9956964636;7.01158536668;Sarralbe;57;44;Point(7.01158536668 48.9956964636)
57629;48.7748898738;7.06228392608;Sarraltroff;57;44;Point(7.06228392608 48.7748898738)
57630;48.7379661581;7.04683266422;Sarrebourg;57;44;Point(7.04683266422 48.7379661581)
57631;49.1088144102;7.06943100683;Sarreguemines;57;44;Point(7.06943100683 49.1088144102)
57633;49.0924332105;7.11956483456;Sarreinsming;57;44;Point(7.11956483456 49.0924332105)
57634;49.1602800907;6.09502895041;Saulny;57;44;Point(6.09502895041 49.1602800907)
57635;48.8211055124;7.15542835444;Schalbach;57;44;Point(7.15542835444 48.8211055124)
57636;49.0071560938;7.18605554531;Schmittviller;57;44;Point(7.18605554531 49.0071560938)
57637;48.6959536942;7.08168211214;Schneckenbusch;57;44;Point(7.08168211214 48.6959536942)
57638;49.2131743265;6.92043725941;Schœneck;57;44;Point(6.92043725941 49.2131743265)
57639;49.0806906445;7.40599666671;Schorbach;57;44;Point(7.40599666671 49.0806906445)
57640;49.3725901068;6.57210977292;Schwerdorff;57;44;Point(6.57210977292 49.3725901068)
57641;49.1601477497;7.39627940351;Schweyen;57;44;Point(7.39627940351 49.1601477497)
57642;49.1140417721;6.11984882666;Scy-Chazelles;57;44;Point(6.11984882666 49.1140417721)
57643;48.9485643363;6.27165031944;Secourt;57;44;Point(6.27165031944 48.9485643363)
57644;49.1079438712;6.83222968228;Seingbouse;57;44;Point(6.83222968228 49.1079438712)
57645;49.1970900836;6.13770154726;Semécourt;57;44;Point(6.13770154726 49.1970900836)
57647;49.322921611;6.09359436832;Serémange-Erzange;57;44;Point(6.09359436832 49.322921611)
57648;49.0792585927;6.43935938;Servigny-lès-Raville;57;44;Point(6.43935938 49.0792585927)
57649;49.1486719983;6.27473702344;Servigny-lès-Sainte-Barbe;57;44;Point(6.27473702344 49.1486719983)
57650;49.4367246307;6.35954877529;Sierck-les-Bains;57;44;Point(6.35954877529 49.4367246307)
57651;49.0510946988;7.35614038462;Siersthal;57;44;Point(7.35614038462 49.0510946988)
57652;48.9871036218;6.14755818334;Sillegny;57;44;Point(6.14755818334 48.9871036218)
57653;48.9918643442;6.28019307812;Silly-en-Saulnois;57;44;Point(6.28019307812 48.9918643442)
57654;49.1225790957;6.36666848574;Silly-sur-Nied;57;44;Point(6.36666848574 49.1225790957)
57655;48.9686599172;6.29890596956;Solgne;57;44;Point(6.29890596956 48.9686599172)
57656;49.0397485789;6.31695459653;Sorbey;57;44;Point(6.31695459653 49.0397485789)
57657;48.8684821498;6.63703101651;Sotzeling;57;44;Point(6.63703101651 48.8684821498)
57658;48.9616739785;7.31992410346;Soucht;57;44;Point(7.31992410346 48.9616739785)
57659;49.1948583946;6.97044688686;Spicheren;57;44;Point(6.97044688686 49.1948583946)
57660;49.2025325702;6.93271905155;Stiring-Wendel;57;44;Point(6.93271905155 49.2025325702)
